Order_ID,Order_Date,Ship_Date,Delivery_Days,Customer_ID,Customer_Name,Customer_Age,Gender,Customer_Type,Region,State,City,Category,Product_Name,Quantity,Unit_Price,Cost_Price,Sales,Discount_Percent,Discount_Type,Profit,Profit_Margin_Percent,Returned,Customer_Rating,Payment_Mode,Shipping_Mode,Salesperson_ID,Salesperson_Name
ORD000011,2024-09-24,2024-09-24,0,CUST9645,Akshay De,56,Female,Returning,West,Maharashtra,Pune,Furniture,Table,9,6129.05,30485.68,47438.85,14,Festival Offer,16953.17,35.74,No,5,Debit Card,Same Day,SP042,Harshil Pau
ORD000012,2026-02-06,2026-02-07,1,CUST4681,Teerth Chawla,22,Female,New,West,Maharashtra,Mumbai,Home Appliances,Air Conditioner,9,49039.97,300804.53,357501.38,19,Festival Offer,56696.86,15.86,No,3,UPI,Express,SP046,Jack Patla
ORD000013,2026-03-31,2026-03-31,0,CUST9423,Bhavya Vyas,33,Female,Returning,North,Delhi,New Delhi,Furniture,Chair,4,2402.31,4860.15,7783.48,19,Festival Offer,2923.34,37.56,No,3,Cash,Same Day,SP031,Aarav Keer
ORD000014,2026-05-26,2026-06-02,7,CUST6804,Warjas Kale,45,Female,Returning,North,Punjab,Ludhiana,Furniture,Chair,1,2470.08,1557.41,2470.08,0,No Discount,912.67,36.95,No,5,UPI,Standard,SP022,Peter Dave
ORD000015,2023-10-24,2023-10-24,0,CUST3296,Kai Mannan,45,Male,New,South,Telangana,Hyderabad,Furniture,Table,4,7617.77,25209.64,30471.08,0,No Discount,5261.44,17.27,No,5,UPI,Same Day,SP007,Vidhi Ben
ORD000016,2025-10-02,2025-10-04,2,CUST7658,Geetika Pandit,49,Female,New,North,Rajasthan,Jaipur,Sports,Cricket Bat,7,3613.77,17149.13,25296.39,0,No Discount,8147.26,32.21,No,3,Debit Card,Express,SP025,Dakshesh Date
ORD000017,2025-04-09,2025-04-11,2,CUST4111,Hema Krishnan,36,Male,Returning,West,Gujarat,Ahmedabad,Home Appliances,Microwave,10,10093.42,65225.05,100934.2,0,No Discount,35709.15,35.38,No,3,Cash,Premium,SP038,Caleb Pradhan
ORD000018,2025-10-04,2025-10-07,3,CUST4044,Laban Nazareth,22,Male,Returning,South,Karnataka,Bangalore,Sports,Yoga Mat,4,1181.63,3709.29,4442.93,6,Loyalty Discount,733.64,16.51,No,5,Net Banking,Express,SP003,Ekapad Chadha
ORD000019,2025-07-02,2025-07-07,5,CUST4346,Maya Palla,60,Female,New,Central,Chhattisgarh,Raipur,Electronics,Smartwatch,7,8156.64,37933.47,45677.18,20,Festival Offer,7743.72,16.95,No,4,UPI,Premium,SP049,Vaishnavi Singh
ORD000020,2024-02-06,2024-02-08,2,CUST9808,Anjali Raj,31,Female,New,Central,Madhya Pradesh,Bhopal,Electronics,Smartwatch,6,7513.57,27558.58,45081.42,0,No Discount,17522.84,38.87,No,4,Cash,Express,SP011,Gaurang Sura
ORD000021,2024-11-30,2024-12-03,3,CUST2697,Ria Kumer,26,Female,New,Central,Madhya Pradesh,Indore,Sports,Badminton Racket,2,2463.89,2830.22,4237.89,14,Festival Offer,1407.67,33.22,No,5,Credit Card,Premium,SP022,Peter Dave
ORD000022,2025-05-08,2025-05-11,3,CUST2512,Hemal Suresh,58,Female,Returning,West,Gujarat,Ahmedabad,Clothing,Dress,1,1748.43,1171.86,1748.43,0,No Discount,576.57,32.98,No,5,Credit Card,Premium,SP017,Forum Mahal
ORD000023,2024-06-15,2024-06-16,1,CUST2232,Udyati Nayar,62,Male,Returning,West,Maharashtra,Mumbai,Home Appliances,Air Conditioner,6,41768.32,168525.49,210512.33,16,Festival Offer,41986.84,19.95,No,4,UPI,Express,SP024,Chatura Chaudry
ORD000024,2024-01-22,2024-01-24,2,CUST6794,Deepa Chana,53,Female,Returning,South,Telangana,Hyderabad,Clothing,Jeans,3,1481.46,3101.71,3911.05,12,Festival Offer,809.35,20.69,No,3,Debit Card,Express,SP012,Darpan Chokshi
ORD000025,2025-05-15,2025-05-16,1,CUST7267,Kashvi Yogi,20,Female,New,East,West Bengal,Kolkata,Home Appliances,Washing Machine,8,25230.92,123316.16,153403.99,24,Clearance Sale,30087.84,19.61,No,3,Credit Card,Express,SP043,Chandresh Lala
ORD000026,2025-04-09,2025-04-15,6,CUST6753,Alka Nigam,59,Female,Returning,East,West Bengal,Kolkata,Home Appliances,Microwave,9,10458.01,63428.4,80003.78,15,Clearance Sale,16575.38,20.72,No,3,Debit Card,Standard,SP038,Caleb Pradhan
ORD000027,2025-08-20,2025-08-27,7,CUST6139,Onveer Chaudhuri,45,Male,Returning,Central,Chhattisgarh,Raipur,Electronics,Laptop,10,48584.66,262800.18,417828.08,14,Festival Offer,155027.89,37.1,No,3,Net Banking,Standard,SP034,Nilima Patla
ORD000028,2024-10-04,2024-10-09,5,CUST6143,Qushi Goda,60,Male,Returning,West,Maharashtra,Pune,Furniture,Sofa,5,35863.09,88144.6,129107.12,28,Clearance Sale,40962.53,31.73,No,5,Net Banking,Premium,SP019,Isha Pandya
ORD000029,2024-03-07,2024-03-12,5,CUST5930,Max Chowdhury,43,Male,Returning,West,Gujarat,Ahmedabad,Furniture,Table,4,5773.18,13530.36,19859.74,14,Loyalty Discount,6329.38,31.87,No,4,Credit Card,Premium,SP029,Aarini Arya
ORD000030,2025-11-15,2025-11-16,1,CUST5649,Tejas Master,50,Female,New,South,Telangana,Hyderabad,Sports,Gym Bag,4,1438.52,3688.4,4488.18,22,Clearance Sale,799.78,17.82,No,3,Credit Card,Express,SP003,Ekapad Chadha
ORD000031,2023-11-09,2023-11-13,4,CUST4185,Avi Bath,63,Female,Returning,North,Delhi,New Delhi,Home Appliances,Air Conditioner,4,58206.89,144969.84,186262.05,20,Festival Offer,41292.21,22.17,No,4,Credit Card,Standard,SP015,Harini Dass
ORD000032,2025-04-23,2025-04-23,0,CUST2988,Bachittar Hans,47,Male,Returning,North,Punjab,Chandigarh,Sports,Gym Bag,9,1012.26,5127.72,6468.34,29,Clearance Sale,1340.62,20.73,No,5,Credit Card,Same Day,SP029,Aarini Arya
ORD000033,2025-01-02,2025-01-06,4,CUST9540,Ekapad Mammen,49,Male,New,East,West Bengal,Kolkata,Home Appliances,Mixer,2,2712.28,2990.94,4231.16,22,Clearance Sale,1240.21,29.31,Yes,2,UPI,Premium,SP035,Michael Sarin
ORD000034,2023-07-30,2023-08-04,5,CUST4505,Ekavir Sharaf,22,Female,Returning,South,Tamil Nadu,Chennai,Furniture,Table,9,5529.47,26922.64,44291.05,11,Loyalty Discount,17368.41,39.21,No,4,Net Banking,Standard,SP025,Dakshesh Date
ORD000035,2026-04-09,2026-04-11,2,CUST6763,Upma Mane,37,Female,Returning,West,Gujarat,Ahmedabad,Electronics,Headphones,7,2888.61,12203.51,16782.82,17,Festival Offer,4579.32,27.29,No,4,UPI,Express,SP032,Gaurang Pai
ORD000036,2024-12-28,2025-01-04,7,CUST3091,Joshua Reddy,57,Male,Returning,West,Maharashtra,Pune,Home Appliances,Microwave,10,13298.02,93431.32,132980.2,0,No Discount,39548.88,29.74,No,3,Credit Card,Standard,SP030,Vanya Chahal
ORD000037,2024-06-24,2024-06-26,2,CUST8449,Zaid Chada,38,Female,Returning,West,Gujarat,Ahmedabad,Electronics,Tablet,7,14186.39,44275.65,71499.41,28,Clearance Sale,27223.76,38.08,No,4,Net Banking,Premium,SP002,Om Bains
ORD000038,2025-06-28,2025-06-30,2,CUST1659,Bishakha Sagar,19,Male,New,South,Telangana,Hyderabad,Electronics,Tablet,1,13983.66,10127.1,12165.78,13,Festival Offer,2038.69,16.76,No,5,Net Banking,Express,SP008,Idika Rau
ORD000039,2024-06-03,2024-06-03,0,CUST2876,Dalaja Dhar,28,Female,New,East,Bihar,Patna,Furniture,Wardrobe,1,18480.25,11033.48,13490.58,27,Clearance Sale,2457.11,18.21,No,5,UPI,Same Day,SP013,Tanvi Ben
ORD000040,2024-10-04,2024-10-06,2,CUST2983,Gautam Shere,54,Male,Returning,North,Punjab,Ludhiana,Sports,Football,7,1574.69,7530.86,9148.95,17,Clearance Sale,1618.09,17.69,No,4,UPI,Premium,SP032,Gaurang Pai
ORD000041,2023-06-09,2023-06-09,0,CUST3885,Zaid Hayer,64,Female,Returning,West,Maharashtra,Pune,Home Appliances,Microwave,9,10614.88,69275.47,84069.85,12,Loyalty Discount,14794.37,17.6,No,5,Debit Card,Same Day,SP038,Caleb Pradhan
ORD000042,2026-04-18,2026-04-18,0,CUST4995,Rachita Wadhwa,47,Female,Returning,North,Delhi,New Delhi,Clothing,Jeans,8,1383.02,5815.18,8851.33,20,Clearance Sale,3036.15,34.3,No,3,Debit Card,Same Day,SP023,Anamika Contractor
ORD000043,2024-04-11,2024-04-14,3,CUST9464,Azad Ahluwalia,30,Male,New,Central,Chhattisgarh,Raipur,Clothing,Jacket,7,2659.01,13200.55,16193.37,13,Loyalty Discount,2992.82,18.48,Yes,2,Cash,Express,SP042,Harshil Pau
ORD000044,2025-10-07,2025-10-12,5,CUST7625,Ethan Pandey,62,Male,Returning,North,Delhi,New Delhi,Home Appliances,Refrigerator,10,49105.32,242112.27,343737.24,30,Clearance Sale,101624.97,29.56,No,5,Debit Card,Premium,SP036,Hema Kuruvilla
ORD000045,2023-12-15,2023-12-18,3,CUST4777,Sanaya Gera,25,Male,Returning,East,Bihar,Patna,Clothing,Kurta,9,1552.27,8318.43,12154.27,13,Festival Offer,3835.84,31.56,No,4,Net Banking,Express,SP018,Parth Kanda
ORD000046,2025-07-11,2025-07-15,4,CUST5853,Sai Kala,32,Female,New,East,West Bengal,Kolkata,Sports,Yoga Mat,1,771.71,484.28,663.67,14,Festival Offer,179.39,27.03,No,5,Credit Card,Standard,SP019,Isha Pandya
ORD000047,2023-08-02,2023-08-06,4,CUST8690,Xiti Rajan,48,Female,Returning,North,Punjab,Ludhiana,Home Appliances,Refrigerator,1,34045.41,20088.9,23831.79,30,Clearance Sale,3742.89,15.71,No,4,UPI,Standard,SP032,Gaurang Pai
ORD000048,2024-03-14,2024-03-14,0,CUST2395,Gautam Vyas,33,Male,Returning,South,Karnataka,Mysore,Sports,Cricket Bat,7,2375.89,9877.89,13637.61,18,Festival Offer,3759.72,27.57,No,4,Debit Card,Same Day,SP029,Aarini Arya
ORD000049,2025-06-19,2025-06-22,3,CUST2625,Januja Kapoor,31,Male,New,East,Odisha,Bhubaneswar,Sports,Gym Bag,2,956.97,1014.43,1665.13,13,Festival Offer,650.7,39.08,No,3,UPI,Express,SP011,Gaurang Sura
ORD000050,2023-08-08,2023-08-10,2,CUST1534,Keya Salvi,32,Female,Returning,Central,Chhattisgarh,Raipur,Home Appliances,Mixer,8,3001.61,14716.77,24012.88,0,No Discount,9296.11,38.71,No,5,Credit Card,Express,SP038,Caleb Pradhan
ORD000051,2024-03-01,2024-03-08,7,CUST5352,Raagini Ravel,27,Male,New,Central,Madhya Pradesh,Bhopal,Home Appliances,Refrigerator,5,37857.86,88686.25,134395.4,29,Clearance Sale,45709.16,34.01,No,5,Cash,Standard,SP020,Devika Banik
ORD000052,2025-11-01,2025-11-06,5,CUST2317,Abeer Mann,56,Male,Returning,Central,Chhattisgarh,Raipur,Clothing,Dress,6,2514.68,10855.13,12824.87,15,Clearance Sale,1969.74,15.36,No,5,Net Banking,Standard,SP037,Qushi Sachdeva
ORD000053,2025-08-12,2025-08-12,0,CUST8708,Tanay Hans,51,Female,Returning,Central,Madhya Pradesh,Bhopal,Electronics,Tablet,3,15516.41,31273.83,39566.85,15,Loyalty Discount,8293.02,20.96,No,3,Debit Card,Same Day,SP031,Aarav Keer
ORD000054,2025-01-24,2025-01-31,7,CUST3634,Teerth Kibe,39,Female,Returning,East,Odisha,Bhubaneswar,Home Appliances,Microwave,5,9410.79,28326.14,40936.94,13,Loyalty Discount,12610.8,30.81,No,3,Debit Card,Standard,SP021,Nicholas Suresh
ORD000055,2024-02-27,2024-02-27,0,CUST7770,Advik Padmanabhan,21,Male,Returning,West,Maharashtra,Pune,Clothing,T-Shirt,10,821.36,5124.07,6981.56,15,Loyalty Discount,1857.49,26.61,No,3,Debit Card,Same Day,SP014,Balvan Sankaran
ORD000056,2024-03-14,2024-03-14,0,CUST2989,Andrew Tailor,19,Male,Returning,East,Bihar,Patna,Sports,Football,5,1280.47,4354.85,6402.35,0,No Discount,2047.5,31.98,No,3,UPI,Same Day,SP015,Harini Dass
ORD000057,2023-11-28,2023-11-28,0,CUST9337,Tanay Solanki,63,Female,Returning,South,Tamil Nadu,Coimbatore,Home Appliances,Refrigerator,8,44499.6,244892.11,327517.06,8,Loyalty Discount,82624.94,25.23,No,5,Cash,Same Day,SP010,Nathan Kaul
ORD000058,2025-06-27,2025-07-01,4,CUST5526,Pratyush Mukhopadhyay,44,Female,Returning,Central,Madhya Pradesh,Bhopal,Furniture,Bookshelf,9,4516.59,25154.6,34551.91,15,Clearance Sale,9397.32,27.2,No,5,Cash,Premium,SP038,Caleb Pradhan
ORD000059,2023-10-31,2023-10-31,0,CUST6446,Ronith Chowdhury,53,Female,Returning,Central,Chhattisgarh,Raipur,Furniture,Wardrobe,6,25931.67,87118.7,135363.32,13,Festival Offer,48244.62,35.64,No,3,Cash,Same Day,SP050,Faris Palla
ORD000060,2024-12-09,2024-12-09,0,CUST3492,Yauvani Iyer,49,Male,New,West,Gujarat,Surat,Electronics,Tablet,10,20524.29,140392.23,168299.18,18,Clearance Sale,27906.95,16.58,No,3,Cash,Same Day,SP034,Nilima Patla
ORD000061,2026-05-19,2026-05-24,5,CUST8692,Ira Sura,34,Female,Returning,West,Maharashtra,Mumbai,Electronics,Smartphone,7,24205.33,106469.05,169437.31,0,No Discount,62968.26,37.16,No,4,Cash,Premium,SP041,Lipika Sarkar
ORD000062,2025-01-27,2025-01-27,0,CUST5708,Balhaar Seth,32,Male,Returning,Central,Madhya Pradesh,Bhopal,Sports,Cricket Bat,2,2419.8,3215.84,4839.6,0,No Discount,1623.76,33.55,No,3,Debit Card,Same Day,SP045,Yashasvi Murthy
ORD000063,2025-04-28,2025-04-29,1,CUST6873,Falan Banik,41,Female,New,East,West Bengal,Kolkata,Electronics,Laptop,9,53172.22,304055.43,411552.98,14,Loyalty Discount,107497.56,26.12,No,3,Net Banking,Express,SP006,Daksh Comar
ORD000064,2025-12-31,2026-01-01,1,CUST4804,Wahab Yohannan,47,Female,Returning,South,Tamil Nadu,Chennai,Home Appliances,Air Conditioner,1,59747.34,33887.55,54370.08,9,Loyalty Discount,20482.53,37.67,No,4,Net Banking,Express,SP023,Anamika Contractor
ORD000065,2024-05-17,2024-05-19,2,CUST4263,Qabil Wable,42,Female,New,East,Bihar,Patna,Clothing,Kurta,7,1296.1,5228.5,6895.25,24,Clearance Sale,1666.75,24.17,No,5,Debit Card,Premium,SP026,Patrick Rastogi
ORD000066,2024-05-26,2024-05-30,4,CUST5689,Tamanna Mistry,32,Female,New,North,Punjab,Ludhiana,Electronics,Headphones,4,2909.53,7367.0,9426.88,19,Clearance Sale,2059.88,21.85,No,4,UPI,Standard,SP029,Aarini Arya
ORD000067,2025-07-23,2025-07-25,2,CUST6352,Arunima Prabhakar,65,Female,New,South,Karnataka,Mysore,Sports,Badminton Racket,3,1939.35,3561.38,4479.9,23,Clearance Sale,918.52,20.5,No,4,Debit Card,Express,SP019,Isha Pandya
ORD000068,2024-10-19,2024-10-21,2,CUST7511,Eshana Panchal,53,Female,New,North,Rajasthan,Jaipur,Electronics,Smartwatch,7,10268.47,46032.01,71879.29,0,No Discount,25847.28,35.96,No,4,Debit Card,Premium,SP024,Chatura Chaudry
ORD000069,2025-03-20,2025-03-20,0,CUST8724,Sai Behl,19,Female,Returning,East,West Bengal,Kolkata,Sports,Gym Bag,4,1021.29,2460.49,4085.16,0,No Discount,1624.67,39.77,No,5,Cash,Same Day,SP020,Devika Banik
ORD000070,2023-09-16,2023-09-16,0,CUST9071,Odika Gulati,25,Male,New,North,Rajasthan,Jodhpur,Electronics,Smartphone,9,25817.51,117355.21,195180.38,16,Festival Offer,77825.17,39.87,No,4,Net Banking,Same Day,SP043,Chandresh Lala
ORD000071,2025-07-27,2025-07-30,3,CUST9017,Bhanumati Minhas,57,Female,Returning,South,Tamil Nadu,Chennai,Home Appliances,Air Conditioner,5,45438.6,175614.24,227193.0,0,No Discount,51578.76,22.7,No,4,Credit Card,Premium,SP029,Aarini Arya
ORD000072,2024-03-22,2024-03-25,3,CUST1992,Charita Saha,43,Female,New,East,Odisha,Bhubaneswar,Clothing,T-Shirt,2,755.88,1105.64,1421.05,6,Loyalty Discount,315.41,22.2,No,5,UPI,Express,SP039,Mitesh Soni
ORD000073,2025-05-10,2025-05-16,6,CUST2124,Dalbir Agrawal,53,Male,Returning,South,Karnataka,Bangalore,Electronics,Tablet,4,14476.2,36894.88,46902.89,19,Clearance Sale,10008.0,21.34,No,3,Net Banking,Standard,SP009,Devansh Amble
ORD000074,2024-09-14,2024-09-16,2,CUST3159,Ekani Krishnamurthy,18,Female,Returning,North,Punjab,Chandigarh,Clothing,Jeans,4,1604.77,4170.75,5456.22,15,Clearance Sale,1285.47,23.56,No,3,Cash,Express,SP009,Devansh Amble
ORD000075,2025-09-19,2025-09-24,5,CUST6931,Utkarsh Dada,50,Male,Returning,North,Delhi,New Delhi,Sports,Cricket Bat,4,2296.84,6357.0,9187.36,0,No Discount,2830.36,30.81,No,5,UPI,Premium,SP002,Om Bains
ORD000076,2025-08-26,2025-08-28,2,CUST8267,Timothy Sarkar,22,Male,Returning,West,Maharashtra,Pune,Home Appliances,Mixer,3,2846.39,7200.68,8539.17,0,No Discount,1338.49,15.67,No,5,Net Banking,Express,SP041,Lipika Sarkar
ORD000077,2025-10-12,2025-10-12,0,CUST9282,Reva Choudhary,56,Female,New,West,Gujarat,Surat,Sports,Badminton Racket,2,2717.59,3459.7,4565.55,16,Festival Offer,1105.85,24.22,No,3,Debit Card,Same Day,SP027,Maanas Jaggi
ORD000078,2024-09-06,2024-09-10,4,CUST7992,Hemangini Purohit,38,Female,Returning,West,Maharashtra,Pune,Home Appliances,Mixer,3,3001.58,6299.47,8464.46,6,Loyalty Discount,2164.99,25.58,No,3,UPI,Standard,SP028,Anvi Tata
ORD000079,2024-03-26,2024-03-30,4,CUST3002,Waida Rajagopalan,44,Female,Returning,Central,Madhya Pradesh,Indore,Clothing,Jeans,7,1408.57,7696.84,9859.99,0,No Discount,2163.15,21.94,No,4,Net Banking,Premium,SP007,Vidhi Ben
ORD000080,2024-01-02,2024-01-05,3,CUST4674,Varenya Om,24,Female,Returning,South,Telangana,Hyderabad,Sports,Football,6,977.25,4464.28,5863.5,0,No Discount,1399.22,23.86,No,4,Net Banking,Premium,SP036,Hema Kuruvilla
ORD000081,2025-04-30,2025-05-05,5,CUST1474,Charvi Jhaveri,29,Female,Returning,North,Punjab,Ludhiana,Sports,Yoga Mat,5,870.47,2700.53,3220.74,26,Clearance Sale,520.21,16.15,No,3,Cash,Standard,SP037,Qushi Sachdeva
ORD000082,2024-05-30,2024-06-03,4,CUST7163,Xavier Chaudhuri,44,Female,Returning,North,Rajasthan,Jaipur,Electronics,Smartphone,6,24350.79,66170.56,109578.55,25,Clearance Sale,43407.99,39.61,No,3,Net Banking,Standard,SP011,Gaurang Sura
ORD000083,2025-12-27,2026-01-01,5,CUST8957,Owen Wagle,56,Female,Returning,East,Bihar,Patna,Electronics,Laptop,4,68994.58,232280.94,275978.32,0,No Discount,43697.38,15.83,No,3,Net Banking,Premium,SP019,Isha Pandya
ORD000084,2026-05-17,2026-05-21,4,CUST7475,Fariq Subramaniam,56,Male,New,East,West Bengal,Kolkata,Home Appliances,Air Conditioner,5,48177.09,142791.78,211979.2,12,Festival Offer,69187.42,32.64,No,4,UPI,Premium,SP008,Idika Rau
ORD000085,2023-08-03,2023-08-03,0,CUST9725,Tanish Goyal,63,Male,Returning,South,Karnataka,Mysore,Home Appliances,Mixer,6,3210.68,13084.75,19264.08,0,No Discount,6179.33,32.08,No,5,Cash,Same Day,SP003,Ekapad Chadha
ORD000086,2026-02-23,2026-02-26,3,CUST7626,Jeevika Bala,63,Female,New,North,Delhi,New Delhi,Electronics,Smartwatch,7,8090.88,47236.75,56636.16,0,No Discount,9399.41,16.6,No,5,Debit Card,Premium,SP030,Vanya Chahal
ORD000087,2026-03-17,2026-03-20,3,CUST7560,Yadavi Kala,51,Male,Returning,North,Rajasthan,Jodhpur,Electronics,Smartwatch,5,8112.1,19750.91,31637.19,22,Clearance Sale,11886.28,37.57,No,3,UPI,Premium,SP033,Bhavani Sarma
ORD000088,2025-12-01,2025-12-04,3,CUST3419,Hemani Venkataraman,33,Male,New,South,Tamil Nadu,Coimbatore,Sports,Yoga Mat,4,1229.77,2530.21,3984.45,19,Festival Offer,1454.24,36.5,No,3,Cash,Express,SP012,Darpan Chokshi
ORD000089,2023-11-07,2023-11-13,6,CUST6179,Anamika Krish,27,Female,New,Central,Chhattisgarh,Raipur,Home Appliances,Air Conditioner,8,67754.9,327715.79,417370.18,23,Clearance Sale,89654.39,21.48,No,5,Debit Card,Standard,SP005,Gaurangi Handa
ORD000090,2023-09-08,2023-09-15,7,CUST5703,Arya Raval,22,Male,Returning,North,Rajasthan,Jodhpur,Home Appliances,Mixer,9,3121.49,17055.17,24722.2,12,Loyalty Discount,7667.03,31.01,No,5,Credit Card,Standard,SP042,Harshil Pau
ORD000091,2025-07-02,2025-07-05,3,CUST8381,Pavani Naidu,24,Female,Returning,West,Maharashtra,Mumbai,Clothing,Dress,2,1911.37,2761.07,3440.47,10,Festival Offer,679.39,19.75,No,4,Net Banking,Express,SP029,Aarini Arya
ORD000092,2023-12-30,2024-01-01,2,CUST5634,Lila Muni,42,Female,Returning,South,Tamil Nadu,Coimbatore,Sports,Yoga Mat,10,1212.57,8825.52,12125.7,0,No Discount,3300.18,27.22,No,4,Net Banking,Premium,SP007,Vidhi Ben
ORD000093,2025-02-05,2025-02-11,6,CUST6461,Vrinda Saxena,23,Male,Returning,East,Odisha,Bhubaneswar,Home Appliances,Microwave,5,10596.59,37571.09,49274.14,7,Loyalty Discount,11703.05,23.75,No,5,Debit Card,Standard,SP025,Dakshesh Date
ORD000094,2026-03-15,2026-03-15,0,CUST9331,Neelima Kakar,41,Male,Returning,North,Punjab,Ludhiana,Furniture,Bookshelf,3,5295.79,11107.28,13504.26,15,Festival Offer,2396.99,17.75,No,3,Credit Card,Same Day,SP015,Harini Dass
ORD000095,2023-06-12,2023-06-15,3,CUST6517,Amol Chaudhry,57,Male,Returning,East,West Bengal,Kolkata,Furniture,Chair,3,2437.79,4012.67,6435.77,12,Festival Offer,2423.09,37.65,No,4,Cash,Express,SP003,Ekapad Chadha
ORD000096,2024-04-23,2024-04-23,0,CUST4833,Jonathan Sandal,52,Male,Returning,West,Gujarat,Surat,Clothing,Jeans,8,1360.78,6629.06,9253.3,15,Festival Offer,2624.24,28.36,No,4,Debit Card,Same Day,SP050,Faris Palla
ORD000097,2025-06-17,2025-06-25,8,CUST4271,Aradhana Upadhyay,56,Male,Returning,Central,Chhattisgarh,Raipur,Home Appliances,Air Conditioner,1,43078.87,28989.39,38770.98,10,Loyalty Discount,9781.6,25.23,Yes,1,UPI,Standard,SP019,Isha Pandya
ORD000098,2023-10-23,2023-10-23,0,CUST2502,Aayush Pal,32,Female,Returning,West,Maharashtra,Pune,Furniture,Sofa,1,31761.44,24309.18,30173.37,5,Loyalty Discount,5864.19,19.43,No,5,Credit Card,Same Day,SP024,Chatura Chaudry
ORD000099,2024-12-22,2024-12-27,5,CUST6221,Bina Ganguly,24,Female,Returning,East,West Bengal,Kolkata,Home Appliances,Refrigerator,3,45345.19,99382.26,136035.57,0,No Discount,36653.31,26.94,No,5,Cash,Premium,SP009,Devansh Amble
ORD000100,2024-12-07,2024-12-10,3,CUST5193,Inaya Halder,31,Male,Returning,North,Rajasthan,Jaipur,Home Appliances,Air Conditioner,10,59419.34,422102.67,558541.8,6,Loyalty Discount,136439.13,24.43,No,4,UPI,Premium,SP008,Idika Rau
ORD000101,2023-06-12,2023-06-17,5,CUST2816,Aishani Mittal,49,Male,Returning,Central,Chhattisgarh,Raipur,Furniture,Wardrobe,10,16386.05,105673.31,144197.24,12,Festival Offer,38523.93,26.72,No,3,Debit Card,Premium,SP040,Nitesh Swaminathan
ORD000102,2025-05-09,2025-05-09,0,CUST9576,Kashvi Datta,41,Male,Returning,West,Maharashtra,Mumbai,Furniture,Bookshelf,9,5137.43,36135.17,46236.87,0,No Discount,10101.7,21.85,No,4,Cash,Same Day,SP003,Ekapad Chadha
ORD000103,2026-03-10,2026-03-14,4,CUST6649,Charita Yohannan,33,Male,Returning,North,Delhi,New Delhi,Clothing,Jacket,6,2508.15,9219.94,13544.01,10,Festival Offer,4324.07,31.93,No,5,Cash,Premium,SP012,Darpan Chokshi
